Node,Depth,Value,Alpha,Beta
B2,4,13,13,20
B3,4,13,13,20
A4,3,13,13,20
B2,2,13,13,Infinity
A5,3,Infinity,13,Infinity
B2,4,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,4,13,Infinity
B2,4,4,13,Infinity
A3,5,10,13,Infinity
B2,4,10,13,Infinity
A4,5,6,13,Infinity
B2,4,10,13,Infinity
A5,5,2,13,Infinity
B2,4,10,13,Infinity
B2,4,13,13,Infinity
A5,3,13,13,Infinity
B2,2,13,13,Infinity
A2,1,13,2,13
B3,2,-Infinity,2,13
A2,3,Infinity,2,13
B2,4,-Infinity,2,13
A2,5,0,2,13
B2,4,0,2,13
A3,5,6,2,13
B2,4,6,6,13
A4,5,2,6,13
B2,4,6,6,13
A5,5,1,6,13
B2,4,6,6,13
A2,3,6,2,6
B3,4,-Infinity,2,6
A3,5,16,2,6
B3,4,16,2,6
A2,3,6,2,6
B4,4,-Infinity,2,6
A2,5,8,2,6
B4,4,8,2,6
A2,3,6,2,6
B5,4,-Infinity,2,6
A2,5,4,2,6
B5,4,4,4,6
A3,5,11,4,6
B5,4,11,4,6
A2,3,6,2,6
B3,2,6,6,13
A3,3,Infinity,6,13
B2,4,-Infinity,6,13
A2,5,7,6,13
B2,4,7,7,13
A3,5,6,7,13
B2,4,7,7,13
A4,5,9,7,13
B2,4,9,9,13
A5,5,8,9,13
B2,4,9,9,13
A3,3,9,6,9
B3,4,-Infinity,6,9
A2,5,17,6,9
B3,4,17,6,9
A3,3,9,6,9
B4,4,-Infinity,6,9
A2,5,15,6,9
B4,4,15,6,9
A3,3,9,6,9
B5,4,Infinity,6,9
B2,4,-Infinity,6,9
A2,5,-1,6,9
B2,4,-1,6,9
A3,5,-2,6,9
B2,4,-1,6,9
A4,5,1,6,9
B2,4,1,6,9
A5,5,-Infinity,6,9
A2,5,5,6,9
A5,5,5,6,9
A3,5,4,6,9
A5,5,5,6,9
A4,5,-Infinity,6,9
A2,5,12,6,9
A4,5,12,6,9
A5,5,12,6,9
B2,4,12,6,9
B5,4,12,6,9
B3,4,-Infinity,6,9
A2,5,9,6,9
B3,4,9,6,9
B5,4,9,6,9
B4,4,-Infinity,6,9
A2,5,7,6,9
B4,4,7,7,9
A3,5,6,7,9
B4,4,7,7,9
A4,5,9,7,9
B4,4,9,7,9
B5,4,9,6,9
B5,4,-Infinity,6,9
A2,5,10,6,9
B5,4,10,6,9
B5,4,9,6,9
A3,3,9,6,9
B3,2,9,9,13
A4,3,Infinity,9,13
B2,4,-Infinity,9,13
A2,5,3,9,13
B2,4,3,9,13
A3,5,-Infinity,9,13
A2,5,13,9,13
A3,5,13,9,13
B2,4,13,9,13
A4,3,13,9,13
B3,4,-Infinity,9,13
A2,5,120,9,13
B3,4,120,9,13
A4,3,13,9,13
B4,4,-Infinity,9,13
A2,5,11,9,13
B4,4,11,11,13
A3,5,-Infinity,11,13
A2,5,-Infinity,11,13
A2,5,21,11,13
A2,5,21,11,13
A3,5,21,11,13
B4,4,21,11,13
A4,3,13,9,13
B5,4,-Infinity,9,13
A2,5,7,9,13
B5,4,7,9,13
A3,5,13,9,13
B5,4,13,9,13
A4,3,13,9,13
B3,2,13,9,13
A2,1,13,2,13
B4,2,-Infinity,2,13
A2,3,Infinity,2,13
B2,4,Infinity,2,13
B2,4,-Infinity,2,13
A2,5,1,2,13
B2,4,1,2,13
A3,5,7,2,13
B2,4,7,7,13
A4,5,3,7,13
B2,4,7,7,13
A5,5,2,7,13
B2,4,7,7,13
B2,4,7,2,7
B3,4,-Infinity,2,7
A2,5,-3,2,7
B3,4,-3,2,7
A3,5,-Infinity,2,7
A2,5,7,2,7
A3,5,7,2,7
B3,4,7,2,7
B2,4,7,2,7
B4,4,-Infinity,2,7
A2,5,0,2,7
B4,4,0,2,7
A3,5,6,2,7
B4,4,6,6,7
A4,5,2,6,7
B4,4,6,6,7
A5,5,1,6,7
B4,4,6,6,7
B2,4,6,2,6
B5,4,-Infinity,2,6
A2,5,-Infinity,2,6
A2,5,-4,2,6
A2,5,-4,2,6
A3,5,4,2,6
A2,5,4,4,6
A4,5,0,4,6
A2,5,4,4,6
A5,5,-1,4,6
A2,5,4,4,6
B5,4,4,4,6
A3,5,1,4,6
B5,4,4,4,6
A4,5,-3,4,6
B5,4,4,4,6
A5,5,-Infinity,4,6
A2,5,-1,4,6
A5,5,-1,4,6
A3,5,5,4,6
A5,5,5,5,6
A4,5,1,5,6
A5,5,5,5,6
A5,5,-4,5,6
A5,5,5,5,6
B5,4,5,5,6
B2,4,5,2,5
A2,3,5,2,5
B3,4,-Infinity,2,5
A2,5,9,2,5
B3,4,9,2,5
A2,3,5,2,5
B4,4,Infinity,2,5
B2,4,Infinity,2,5
B2,4,-Infinity,2,5
A2,5,0,2,5
B2,4,0,2,5
A3,5,6,2,5
B2,4,6,2,5
B2,4,6,2,5
B3,4,-Infinity,2,5
A2,5,-4,2,5
B3,4,-4,2,5
A3,5,-Infinity,2,5
A2,5,6,2,5
A3,5,6,2,5
B3,4,6,2,5
B2,4,6,2,5
B4,4,-Infinity,2,5
A2,5,-1,2,5
B4,4,-1,2,5
A3,5,5,2,5
B4,4,5,2,5
B2,4,5,2,5
B5,4,-Infinity,2,5
A2,5,-Infinity,2,5
A2,5,-5,2,5
A2,5,-5,2,5
A3,5,3,2,5
A2,5,3,3,5
A4,5,-1,3,5
A2,5,3,3,5
A5,5,-2,3,5
A2,5,3,3,5
B5,4,3,3,5
A3,5,0,3,5
B5,4,3,3,5
A4,5,-4,3,5
B5,4,3,3,5
A5,5,-Infinity,3,5
A2,5,-2,3,5
A5,5,-2,3,5
A3,5,4,3,5
A5,5,4,4,5
A4,5,0,4,5
A5,5,4,4,5
A5,5,-5,4,5
A5,5,4,4,5
B5,4,4,4,5
B2,4,4,2,4
B4,4,4,2,4
B3,4,-Infinity,2,4
A2,5,8,2,4
B3,4,8,2,4
B4,4,4,2,4
B5,4,-Infinity,2,4
A2,5,5,2,4
B5,4,5,2,4
B4,4,4,2,4
A2,3,4,2,4
B5,4,-Infinity,2,4
A2,5,6,2,4
B5,4,6,2,4
A2,3,4,2,4
B4,2,4,4,13
A3,3,Infinity,4,13
B2,4,-Infinity,4,13
A2,5,9,4,13
B2,4,9,9,13
A3,5,8,9,13
B2,4,9,9,13
A4,5,11,9,13
B2,4,11,11,13
A5,5,9,11,13
B2,4,11,11,13
A3,3,11,4,11
B3,4,-Infinity,4,11
A2,5,15,4,11
B3,4,15,4,11
A3,3,11,4,11
B4,4,-Infinity,4,11
A2,5,19,4,11
B4,4,19,4,11
A3,3,11,4,11
B5,4,-Infinity,4,11
A2,5,-Infinity,4,11
A2,5,15,4,11
A2,5,15,4,11
B5,4,15,4,11
A3,3,11,4,11
B4,2,11,11,13
A4,3,Infinity,11,13
B2,4,-Infinity,11,13
A2,5,-Infinity,11,13
A2,5,6,11,13
A2,5,6,11,13
A3,5,-Infinity,11,13
A2,5,16,11,13
A3,5,16,11,13
A2,5,16,11,13
B2,4,16,11,13
A4,3,16,11,13
B3,4,-Infinity,11,13
A2,5,12,11,13
B3,4,12,12,13
A3,5,-Infinity,12,13
A2,5,21,12,13
A3,5,21,12,13
B3,4,21,12,13
A4,3,16,11,13
B4,4,-Infinity,11,13
A2,5,14,11,13
B4,4,14,11,13
A4,3,14,11,13
B5,4,-Infinity,11,13
A2,5,9,11,13
B5,4,9,11,13
A3,5,15,11,13
B5,4,15,11,13
A4,3,14,11,13
B4,2,13,11,13
A2,1,13,2,13
B5,2,-Infinity,2,13
A2,3,Infinity,2,13
B3,4,Infinity,2,13
B2,4,Infinity,2,13
B3,4,-Infinity,2,13
A2,5,110,2,13
B3,4,110,2,13
B2,4,110,2,13
B4,4,Infinity,2,13
B2,4,-Infinity,2,13
A2,5,107,2,13
B2,4,107,2,13
B4,4,107,2,13
B3,4,-Infinity,2,13
A2,5,106,2,13
B3,4,106,2,13
B4,4,106,2,13
B4,4,-Infinity,2,13
A2,5,106,2,13
B4,4,106,2,13
B4,4,106,2,13
B5,4,-Infinity,2,13
A2,5,112,2,13
B5,4,112,2,13
B4,4,106,2,13
B2,4,13,2,13
B5,4,-Infinity,2,13
A2,5,109,2,13
B5,4,109,2,13
B2,4,13,2,13
B3,4,13,2,13
B3,4,-Infinity,2,13
A2,5,111,2,13
B3,4,111,2,13
B3,4,13,2,13
B4,4,-Infinity,2,13
A2,5,109,2,13
B4,4,109,2,13
B3,4,13,2,13
B5,4,-Infinity,2,13
A2,5,110,2,13
B5,4,110,2,13
B3,4,13,2,13
A2,3,13,2,13
B4,4,-Infinity,2,13
A2,5,114,2,13
B4,4,114,2,13
A2,3,13,2,13
B5,4,-Infinity,2,13
A2,5,-Infinity,2,13
A3,5,123,2,13
A2,5,123,2,13
B5,4,123,2,13
A2,3,13,2,13
B5,2,13,2,13
A2,1,13,2,13
A5,1,13,13,Infinity
A3,1,Infinity,13,Infinity
B2,2,-Infinity,13,Infinity
A2,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,9,13,Infinity
B2,4,9,13,Infinity
A3,5,11,13,Infinity
B2,4,11,13,Infinity
A4,5,13,13,Infinity
B2,4,13,13,Infinity
A5,5,-Infinity,13,Infinity
A2,5,14,13,Infinity
A5,5,14,14,Infinity
A3,5,15,14,Infinity
A5,5,15,15,Infinity
A4,5,17,15,Infinity
A5,5,17,17,Infinity
A5,5,12,17,Infinity
A5,5,17,17,Infinity
B2,4,17,17,Infinity
A2,3,17,13,17
B3,4,-Infinity,13,17
A2,5,-Infinity,13,17
A2,5,-Infinity,13,17
A3,5,10,13,17
A2,5,10,13,17
A4,5,-Infinity,13,17
A2,5,14,13,17
A4,5,14,14,17
A3,5,17,14,17
A4,5,17,14,17
A2,5,17,13,17
A2,5,17,13,17
B3,4,17,13,17
A2,3,17,13,17
B4,4,-Infinity,13,17
A2,5,30,13,17
B4,4,30,13,17
A2,3,17,13,17
B5,4,-Infinity,13,17
A2,5,3,13,17
B5,4,3,13,17
A3,5,-Infinity,13,17
A2,5,7,13,17
A3,5,7,13,17
A3,5,6,13,17
A3,5,7,13,17
A4,5,11,13,17
A3,5,11,13,17
A5,5,10,13,17
A3,5,11,13,17
B5,4,13,13,17
A4,5,7,13,17
B5,4,13,13,17
A5,5,5,13,17
B5,4,13,13,17
A2,3,13,13,17
B2,2,13,13,Infinity
A3,3,Infinity,13,Infinity
B2,4,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,10,13,Infinity
B2,4,10,13,Infinity
A3,5,-Infinity,13,Infinity
A2,5,11,13,Infinity
A3,5,11,13,Infinity
A4,5,9,13,Infinity
A3,5,11,13,Infinity
A5,5,8,13,Infinity
A3,5,11,13,Infinity
B2,4,13,13,Infinity
A4,5,8,13,Infinity
B2,4,13,13,Infinity
A5,5,7,13,Infinity
B2,4,13,13,Infinity
B2,4,13,13,Infinity
A3,3,13,13,Infinity
B2,2,13,13,Infinity
A4,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,12,13,Infinity
B2,4,12,13,Infinity
A3,5,9,13,Infinity
B2,4,12,13,Infinity
A4,5,7,13,Infinity
B2,4,12,13,Infinity
A5,5,9,13,Infinity
B2,4,12,13,Infinity
A4,3,13,13,Infinity
B2,2,13,13,Infinity
A5,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,11,13,Infinity
B2,4,11,13,Infinity
A3,5,-Infinity,13,Infinity
A2,5,14,13,Infinity
A3,5,14,14,Infinity
A3,5,-Infinity,14,Infinity
A2,5,-Infinity,14,Infinity
A2,5,17,14,Infinity
A2,5,17,17,Infinity
A3,5,17,17,Infinity
A2,5,17,17,Infinity
A4,5,-Infinity,17,Infinity
A2,5,24,17,Infinity
A4,5,24,24,Infinity
A3,5,24,24,Infinity
A4,5,24,24,Infinity
A4,5,23,24,Infinity
A4,5,24,24,Infinity
A5,5,24,24,Infinity
A4,5,24,24,Infinity
A2,5,24,24,Infinity
A5,5,17,24,Infinity
A2,5,24,24,Infinity
A3,5,24,24,Infinity
A4,5,14,24,Infinity
A3,5,24,24,Infinity
A5,5,10,24,Infinity
A3,5,24,24,Infinity
A3,5,24,24,Infinity
A4,5,13,24,Infinity
A3,5,24,24,Infinity
A5,5,9,24,Infinity
A3,5,24,24,Infinity
B2,4,24,24,Infinity
A4,5,10,24,Infinity
B2,4,24,24,Infinity
A5,5,-Infinity,24,Infinity
A2,5,12,24,Infinity
A5,5,12,24,Infinity
A3,5,9,24,Infinity
A5,5,12,24,Infinity
A4,5,11,24,Infinity
A5,5,12,24,Infinity
B2,4,24,24,Infinity
A5,3,24,13,24
B3,4,-Infinity,13,24
A2,5,-Infinity,13,24
A2,5,9,13,24
A2,5,9,13,24
A3,5,12,13,24
A2,5,12,13,24
A4,5,14,13,24
A2,5,14,14,24
A5,5,10,14,24
A2,5,14,14,24
B3,4,14,14,24
A3,5,4,14,24
B3,4,14,14,24
A4,5,6,14,24
B3,4,14,14,24
A5,5,2,14,24
B3,4,14,14,24
A5,3,14,13,14
B4,4,-Infinity,13,14
A2,5,9,13,14
B4,4,9,13,14
A3,5,6,13,14
B4,4,9,13,14
A4,5,8,13,14
B4,4,9,13,14
A5,5,4,13,14
B4,4,9,13,14
A5,3,13,13,14
B2,2,13,13,Infinity
A3,1,13,13,Infinity
A5,1,13,13,Infinity
A4,1,Infinity,13,Infinity
B2,2,-Infinity,13,Infinity
A2,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,4,13,Infinity
B2,4,4,13,Infinity
A3,5,11,13,Infinity
B2,4,11,13,Infinity
A4,5,5,13,Infinity
B2,4,11,13,Infinity
A5,5,6,13,Infinity
B2,4,11,13,Infinity
A2,3,13,13,Infinity
B2,2,13,13,Infinity
A3,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,12,13,Infinity
B2,4,12,13,Infinity
A3,5,60,13,Infinity
B2,4,60,60,Infinity
A4,5,9,60,Infinity
B2,4,60,60,Infinity
A5,5,9,60,Infinity
B2,4,60,60,Infinity
A3,3,60,13,60
B3,4,-Infinity,13,60
A2,5,9,13,60
B3,4,9,13,60
A3,5,4,13,60
B3,4,9,13,60
A4,5,5,13,60
B3,4,9,13,60
A5,5,6,13,60
B3,4,9,13,60
A3,3,13,13,60
B2,2,13,13,Infinity
A4,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,-Infinity,13,Infinity
A2,5,8,13,Infinity
A2,5,8,13,Infinity
A3,5,16,13,Infinity
A2,5,16,16,Infinity
A4,5,8,16,Infinity
A2,5,16,16,Infinity
A5,5,10,16,Infinity
A2,5,16,16,Infinity
B2,4,16,16,Infinity
A3,5,9,16,Infinity
B2,4,16,16,Infinity
A4,5,1,16,Infinity
B2,4,16,16,Infinity
A5,5,-Infinity,16,Infinity
A2,5,10,16,Infinity
A5,5,10,16,Infinity
A3,5,12,16,Infinity
A5,5,12,16,Infinity
A4,5,5,16,Infinity
A5,5,12,16,Infinity
A5,5,4,16,Infinity
A5,5,12,16,Infinity
B2,4,16,16,Infinity
A4,3,16,13,16
B3,4,-Infinity,13,16
A2,5,3,13,16
B3,4,3,13,16
A3,5,-Infinity,13,16
A2,5,13,13,16
A3,5,13,13,16
A3,5,7,13,16
A3,5,13,13,16
A4,5,8,13,16
A3,5,13,13,16
A5,5,10,13,16
A3,5,13,13,16
B3,4,13,13,16
A4,5,-2,13,16
B3,4,13,13,16
A5,5,0,13,16
B3,4,13,13,16
A4,3,13,13,16
B2,2,13,13,Infinity
A5,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,-Infinity,13,Infinity
A2,5,8,13,Infinity
A2,5,8,13,Infinity
A3,5,16,13,Infinity
A2,5,16,16,Infinity
A4,5,10,16,Infinity
A2,5,16,16,Infinity
A5,5,8,16,Infinity
A2,5,16,16,Infinity
B2,4,16,16,Infinity
A3,5,9,16,Infinity
B2,4,16,16,Infinity
A4,5,3,16,Infinity
B2,4,16,16,Infinity
A5,5,1,16,Infinity
B2,4,16,16,Infinity
A5,3,16,13,16
B3,4,-Infinity,13,16
A2,5,3,13,16
B3,4,3,13,16
A3,5,6,13,16
B3,4,6,13,16
A4,5,-Infinity,13,16
A2,5,6,13,16
A4,5,6,13,16
A3,5,9,13,16
A4,5,9,13,16
A4,5,0,13,16
A4,5,9,13,16
A5,5,76,13,16
A4,5,76,13,16
B3,4,76,13,16
A5,3,16,13,16
B4,4,-Infinity,13,16
A2,5,5,13,16
B4,4,5,13,16
A3,5,7,13,16
B4,4,7,13,16
A4,5,1,13,16
B4,4,7,13,16
A5,5,0,13,16
B4,4,7,13,16
A5,3,13,13,16
B2,2,13,13,Infinity
A4,1,13,13,Infinity
A5,1,13,13,Infinity
A5,1,Infinity,13,Infinity
B2,2,-Infinity,13,Infinity
A2,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,3,13,Infinity
B2,4,3,13,Infinity
A3,5,10,13,Infinity
B2,4,10,13,Infinity
A4,5,6,13,Infinity
B2,4,10,13,Infinity
A5,5,4,13,Infinity
B2,4,10,13,Infinity
A2,3,13,13,Infinity
B2,2,13,13,Infinity
A3,3,-Infinity,13,Infinity
A2,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,11,13,Infinity
B2,4,11,13,Infinity
A3,5,12,13,Infinity
B2,4,12,13,Infinity
A4,5,15,13,Infinity
B2,4,15,15,Infinity
A5,5,13,15,Infinity
B2,4,15,15,Infinity
A2,3,15,13,15
B3,4,-Infinity,13,15
A2,5,9,13,15
B3,4,9,13,15
A3,5,9,13,15
B3,4,9,13,15
A4,5,13,13,15
B3,4,13,13,15
A5,5,10,13,15
B3,4,13,13,15
A2,3,13,13,15
A3,3,13,13,Infinity
A3,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,12,13,Infinity
B2,4,12,13,Infinity
A3,5,-Infinity,13,Infinity
A2,5,13,13,Infinity
A3,5,13,13,Infinity
A4,5,12,13,Infinity
A3,5,13,13,Infinity
A5,5,9,13,Infinity
A3,5,13,13,Infinity
B2,4,13,13,Infinity
A4,5,11,13,Infinity
B2,4,13,13,Infinity
A5,5,8,13,Infinity
B2,4,13,13,Infinity
A3,3,13,13,Infinity
A3,3,13,13,Infinity
A4,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,16,13,Infinity
B2,4,16,16,Infinity
A3,5,11,16,Infinity
B2,4,16,16,Infinity
A4,5,10,16,Infinity
B2,4,16,16,Infinity
A5,5,12,16,Infinity
B2,4,16,16,Infinity
A4,3,16,13,16
B3,4,-Infinity,13,16
A2,5,12,13,16
B3,4,12,13,16
A3,5,7,13,16
B3,4,12,13,16
A4,5,6,13,16
B3,4,12,13,16
A5,5,8,13,16
B3,4,12,13,16
A4,3,13,13,16
A3,3,13,13,Infinity
A5,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,13,13,Infinity
B2,4,13,13,Infinity
A3,5,-Infinity,13,Infinity
A2,5,-Infinity,13,Infinity
A2,5,17,13,Infinity
A2,5,17,17,Infinity
A3,5,17,17,Infinity
A2,5,17,17,Infinity
A4,5,22,17,Infinity
A2,5,22,22,Infinity
A5,5,17,22,Infinity
A2,5,22,22,Infinity
A3,5,22,22,Infinity
A3,5,9,22,Infinity
A3,5,22,22,Infinity
A4,5,14,22,Infinity
A3,5,22,22,Infinity
A5,5,10,22,Infinity
A3,5,22,22,Infinity
B2,4,22,22,Infinity
A4,5,12,22,Infinity
B2,4,22,22,Infinity
A5,5,-Infinity,22,Infinity
A2,5,14,22,Infinity
A5,5,14,22,Infinity
A3,5,10,22,Infinity
A5,5,14,22,Infinity
A4,5,13,22,Infinity
A5,5,14,22,Infinity
B2,4,22,22,Infinity
A5,3,22,13,22
B3,4,-Infinity,13,22
A2,5,10,13,22
B3,4,10,13,22
A3,5,5,13,22
B3,4,10,13,22
A4,5,8,13,22
B3,4,10,13,22
A5,5,4,13,22
B3,4,10,13,22
A5,3,13,13,22
A3,3,13,13,Infinity
B2,2,13,13,Infinity
A4,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,-Infinity,13,Infinity
A2,5,8,13,Infinity
A2,5,8,13,Infinity
A3,5,16,13,Infinity
A2,5,16,16,Infinity
A4,5,45,16,Infinity
A2,5,45,45,Infinity
A5,5,9,45,Infinity
A2,5,45,45,Infinity
B2,4,45,45,Infinity
A3,5,9,45,Infinity
B2,4,45,45,Infinity
A4,5,2,45,Infinity
B2,4,45,45,Infinity
A5,5,3,45,Infinity
B2,4,45,45,Infinity
A4,3,45,13,45
B3,4,-Infinity,13,45
A2,5,4,13,45
B3,4,4,13,45
A3,5,-Infinity,13,45
A2,5,14,13,45
A3,5,14,14,45
A3,5,8,14,45
A3,5,14,14,45
A4,5,9,14,45
A3,5,14,14,45
A5,5,10,14,45
A3,5,14,14,45
B3,4,14,14,45
A4,5,-1,14,45
B3,4,14,14,45
A5,5,0,14,45
B3,4,14,14,45
A4,3,14,13,14
B4,4,-Infinity,13,14
A2,5,6,13,14
B4,4,6,13,14
A3,5,8,13,14
B4,4,8,13,14
A4,5,1,13,14
B4,4,8,13,14
A5,5,2,13,14
B4,4,8,13,14
A4,3,13,13,14
B2,2,13,13,Infinity
A5,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,4,13,Infinity
B2,4,4,13,Infinity
A3,5,7,13,Infinity
B2,4,7,13,Infinity
A4,5,3,13,Infinity
B2,4,7,13,Infinity
A5,5,-1,13,Infinity
B2,4,7,13,Infinity
A5,3,13,13,Infinity
B2,2,13,13,Infinity
A5,1,13,13,Infinity
A5,1,13,13,Infinity
root,0,13,13,Infinity
